nome,endereco,telefone,whatsapp,instagram,email,categoria,tem_site,url_site,avaliacao,num_avaliacoes,cidade,bairro,link_maps
Moda Feminina Adriana Vaz,"Estr. Velha do Rosário, 1505 - Parque Uruguaiana, Duque de Caxias - RJ, 25215-365",21) 99301-4977,,,,loja de roupas,True,https://wa.me/5521993014977,5.0,,"Duque de Caxias, RJ",,
CALMA SAO PAULO NO RIO,"R. Fernandes Guimarães, 60 - Botafogo, Rio de Janeiro - RJ, 22290-000",21) 97503-7657,,,,loja de roupas,True,https://www.calmasaopaulo.com/,4.5,,"Duque de Caxias, RJ",,
Ela Shopping,"Av. Governador Leonel de Moura Brizola, 1777 - Centro, Duque de Caxias - RJ, 25010-009",21) 98895-3751,,,,loja de roupas,False,,4.2,,"Duque de Caxias, RJ",,
Linha Chic Store - Caxias,"Galeria Baltazar - R. José de Alvarenga, 394 - Loja 13 - Centro, Duque de Caxias - RJ, 25020-140",21) 98030-9795,,,,loja de roupas,True,https://www.linhachicstore.com.br/,3.8,,"Duque de Caxias, RJ",,
Moda dos Baixinhos,"Av. Nilo Peçanha, 173 - Vila Flavia, Duque de Caxias - RJ, 25025-000",21) 97077-7426,,,,loja de roupas,False,,4.3,,"Duque de Caxias, RJ",,
Belíssima - Duque de Caxias,"R. José de Alvarenga, 391 - Centro, Duque de Caxias - RJ, 25010-130",21) 2671-7273,,,,loja de roupas,False,,3.6,,"Duque de Caxias, RJ",,
Boutique Greice,"R. Luzia Maria Batista da Silva, 6 - Loja 1 - Santa Cruz da Serra, Duque de Caxias - RJ, 25255-070",21) 99415-5350,,,,loja de roupas,False,,5.0,,"Duque de Caxias, RJ",,
Cindy Fly,"Est. Manoel de Sá, 928 - Lote XV, Belford Roxo - RJ, 26182-000",21) 96011-6880,,,,loja de roupas,True,http://cindy.offstore.me/,4.8,,"Duque de Caxias, RJ",,
Censura 18 Caxias,"R. Manoel Correia, 34 - Loja C - Centro, Duque de Caxias - RJ, 25020-056",21) 2671-5850,,,,loja de roupas,True,https://www.censura18.com.br/institucional/nossas-lojas,4.6,,"Duque de Caxias, RJ",,
Cristale,"Av. Governador Leonel de Moura Brizola, 1777 - lj 109 - Vila Meriti, Duque de Caxias - RJ, 25010-009",21) 3673-8087,,,,loja de roupas,False,,4.1,,"Duque de Caxias, RJ",,
Loja de Roupa Infantil em Duque de Caxias - RJ | Kids 08 Moda Infantil,"GALERIA ALVARENGA - R. Mariano Sendra dos Santos, 44 - Loja A - Centro, Duque de Caxias - RJ, 25010-080",21) 96755-3378,,,,loja de roupas,False,,4.2,,"Duque de Caxias, RJ",,
Prisca,"Rod. Washington Luiz, 1308 - Jardim Gramacho, Duque de Caxias - RJ, 25085-009",21) 3037-7244,,,,loja de roupas,True,https://www.instagram.com/estiloprisca/,4.0,,"Duque de Caxias, RJ",,
Padaria do paraíso,"R. Lira - Morro do paraiso, Duque de Caxias - RJ, 25041-120",,,,,padaria,False,,4.8,,"Duque de Caxias, RJ",,
Panificação La Villette,"Av. Pres. Kennedy, 10337 - Parque Muisa, Duque de Caxias - RJ, 25045-001",,,,,padaria,False,,4.7,,"Duque de Caxias, RJ",,
Padaria Marques,"R. Eng. Bernardo Saião - Parque Esperanca, Duque de Caxias - RJ, 25030-001",21) 3981-1783,,,,padaria,False,,4.4,,"Duque de Caxias, RJ",,
Padaria Lacerda,"R. Álvaro Lins, 16 - Parque Vitoria, Duque de Caxias - RJ, 25265-008",21) 96713-7832,,,,padaria,False,,4.4,,"Duque de Caxias, RJ",,
Padaria Princesa,"Av. Gen. Carlos Marciano de Medeiros, 60 - Parque Fluminense, Duque de Caxias - RJ, 25046-390",21) 97938-6769,,,,padaria,False,,5.0,,"Duque de Caxias, RJ",,
Padaria do Vasco,"Av. Joaquim da Costa Lima, 100 - Lote XV, Belford Roxo - RJ, 26185-590",,,,,padaria,False,,4.4,,"Duque de Caxias, RJ",,
Padaria e Confeitaria Show da Estrada do China,"Av. Gen. Carlos Marciano de Medeiros, 980 - Parque Fluminense, Duque de Caxias - RJ, 25045-000",,,,,padaria,False,,4.1,,"Duque de Caxias, RJ",,
Padaria Duda's,"Av. Pres. Kennedy, 9777 - Parque Fluminense, Duque de Caxias - RJ, 25045-001",21) 3134-6285,,,,padaria,False,,4.2,,"Duque de Caxias, RJ",,
Padaria Flor do Muisa,"Av. Governador Leonel de Moura Brizola - Parque Fluminense, Duque de Caxias - RJ, 25030-001",,,,,padaria,False,,4.2,,"Duque de Caxias, RJ",,
Fafi Doceria,"R. Manoel Jorge da Costa, 29 - Jardim Gloria, Duque de Caxias - RJ, 25045-550",21) 98765-6892,,,,padaria,False,,4.7,,"Duque de Caxias, RJ",,
Padaria Pão Bom Junior e mercearia.,"R. Francisco Monteiro, 20 - Loja C - Lote XV, Belford Roxo - RJ, 26183-246",21) 3134-8545,,,,padaria,False,,4.4,,"Duque de Caxias, RJ",,
PADARIA RONDINELE,"Av. Gen. Carlos Marciano de Medeiros - Parque Fluminense, Duque de Caxias - RJ, 25045-100",,,,,padaria,False,,5.0,,"Duque de Caxias, RJ",,
Padaria Paraíso dos Pães,"Av. Gen. Carlos Marciano de Medeiros, 1001 - Parque Fluminense, Duque de Caxias - RJ, 25045-100",,,,,padaria,False,,4.5,,"Duque de Caxias, RJ",,
Santo Bolo,,21) 99419-9201,,,,padaria,False,,,,"Duque de Caxias, RJ",,
DELÍCIAS D´IONARA,"Av. Gen. Carlos Marciano de Medeiros, 20 - Parque Fluminense, Duque de Caxias - RJ, 25045-100",21) 99615-0295,,,,padaria,False,,5.0,,"Duque de Caxias, RJ",,
Padaria & Restaurante Río Pão,"Parque Fluminense, Duque de Caxias - RJ, 25040-004",,,,,padaria,False,,,,"Duque de Caxias, RJ",,
Padaria e Confeitaria Luz do Ouro,"R. Pedro Lessa, 18 - lote 17 - quadra - Jardim Leal, Duque de Caxias - RJ, 25035-800",21) 96433-7371,,,,padaria,False,,4.4,,"Duque de Caxias, RJ",,
Mercadinho Caroline/ Pad. Clovis,"R. Álvaro Lins, 420-500 - São Bento, Duque de Caxias - RJ, 25265-008",,,,,padaria,False,,4.3,,"Duque de Caxias, RJ",,
Crys cake,"Rua câmbui bero 192, Duque de Caxias - RJ, 25046-530",21) 99007-2435,,,,padaria,False,,,,"Duque de Caxias, RJ",,
Padaria Confeitaria 3 Irmãos,"R. Dep. Sá Rêgo, 1090 - Vila São Luis, Duque de Caxias - RJ, 25060-190",21) 3653-1905,,,,padaria,False,,4.0,,"Duque de Caxias, RJ",,
Maná Pizzaria e Hamburgueria,"R. Turima - Parque Fluminense, Duque de Caxias - RJ, 25046-160",21) 98949-0192,,,,pizzaria,False,,4.8,,"Duque de Caxias, RJ",,
Pizzaria Magnata,"R. Grotão, 1390 - Vila Rosário, Duque de Caxias - RJ, 25041-247",21) 99864-2717,,,,pizzaria,True,https://linktr.ee/Pizzariamagnata,5.0,,"Duque de Caxias, RJ",,
"Mega Master I Pizzaria em Duque de Caxias, RJ.","Av. Governador Leonel de Moura Brizola, 9400 - São Bento, Duque de Caxias - RJ, 26183-250",21) 2781-9231,,,,pizzaria,True,https://megamastercaxias.saipos.com/home,4.6,,"Duque de Caxias, RJ",,
Santo Strike,"R. Beira Linha, 84 - Jardim Gloria, Duque de Caxias - RJ, 25045-366",21) 98879-9699,,,,pizzaria,True,https://www.instagram.com/santo.strike/,4.7,,"Duque de Caxias, RJ",,
Pub House,"R. Cisplatina, 40 - Vila Rosário, Duque de Caxias - RJ, 25041-350",21) 95914-7614,,,,pizzaria,False,,5.0,,"Duque de Caxias, RJ",,
Hall Pizza,"Rua Manuel da Rocha Mendes, 6 - Qd A - Parque Alvorada, Duque de Caxias - RJ, 25045-485",21) 98223-5647,,,,pizzaria,True,http://www.instagran.com/@hallpizzaaa,3.9,,"Duque de Caxias, RJ",,
Pizzaria Julio e Cleide,"Parque Nova Esperanca 73, Duque de Caxias - RJ, 25045-308",21) 96674-1595,,,,pizzaria,True,http://m.facebook.com/julio.cleide.7,4.8,,"Duque de Caxias, RJ",,
Day Pizzas e Esfihas,"Praça do galo - Parque Fluminense, Duque de Caxias - RJ, 25046-430",21) 98039-5724,,,,pizzaria,False,,4.3,,"Duque de Caxias, RJ",,
DU NORTE FABRICA DE PIZZAS E DELIVERY,"Rua Manuel da Rocha Mendes, 24 - Parque Alvorada, Duque de Caxias - RJ, 25265-008",21) 3659-1788,,,,pizzaria,True,https://www.facebook.com/dunortefabricadepizzas,4.7,,"Duque de Caxias, RJ",,
Rei Da Pizza,"Parque Vitoria, Duque de Caxias - RJ, 25213-005",4128-6767,,,,pizzaria,False,,4.2,,"Duque de Caxias, RJ",,
Pizzaria Recanto Nobre,"R. José Ferreira, 5 - Parque dos Ferreiras, Belford Roxo - RJ, 26183-495",21) 98737-1981,,,,pizzaria,False,,4.4,,"Duque de Caxias, RJ",,
Naldopizza,"R. Maria Volfzon, 17 - Quadra F - Apolo 11, Belford Roxo - RJ, 26185-527",21) 99463-2065,,,,pizzaria,False,,4.2,,"Duque de Caxias, RJ",,
Pizza do Rão,"Av. Governador Leonel de Moura Brizola, 10117 - Centro, Duque de Caxias - RJ, 25045-437",0800 000 1231,,,,pizzaria,True,https://gruporao.com.br/,3.3,,"Duque de Caxias, RJ",,
Pizzaria do DAN Rondon,"R. Benfica, 56A - Vila Leopoldina, Duque de Caxias - RJ, 25060-290",21) 96518-7229,,,,pizzaria,False,,4.8,,"Duque de Caxias, RJ",,
Bella Pizza,"R. Jamacuru, 73 - Vila Rosário, Duque de Caxias - RJ, 25041-340",21) 99006-1159,,,,pizzaria,True,https://linktr.ee/bellapizza22,5.0,,"Duque de Caxias, RJ",,
Restaurante & Pizzaria Garagem Frango,"Av. Gen. Carlos Marciano de Medeiros, Quadra 74 - Lote 65 - Parque Fluminense, Duque de Caxias - RJ, 25045-100",21) 96887-6052,,,,pizzaria,True,https://www.instagram.com/garagemdoffrango?igsh=MXVycDRjcHF6cTNwMQ==,5.0,,"Duque de Caxias, RJ",,
Boliche,"R. Beira Linha, 84 - Jardim Gloria, Duque de Caxias - RJ, 26183-403",,,,,pizzaria,False,,2.0,,"Duque de Caxias, RJ",,
Rhuan Lanches e Pizzaria,"Av. Leandro da Mota, 57 - Dr. Laureano, Duque de Caxias - RJ, 25065-175",21) 2673-0815,,,,pizzaria,False,,4.6,,"Duque de Caxias, RJ",,
Ravenna Pizza Club,"Av. Leandro da Mota, 795 - Vila Sao Sebastiao, Duque de Caxias - RJ, 25070-235",21) 98557-7484,,,,pizzaria,True,https://pedido.anota.ai/loja/ravennapizzaclub,3.9,,"Duque de Caxias, RJ",,
Pizzaria Rainha do Centenário,"R. Prof. Henrique Ferreira Gomes - Parque Centenario, Duque de Caxias - RJ, 25020-220",,,,,pizzaria,False,,5.0,,"Duque de Caxias, RJ",,
Cena 16,"R. Belmonte, 34 - Parque Fluminense, Duque de Caxias - RJ, 25045-390",21) 95938-2647,,,,bar,True,https://www.instagram.com/cena16.oficial?igsh=MWM0cHlwdmdpMnY4cA==,4.7,,"Duque de Caxias, RJ",,
Bar da Loira Praça do Galo,"Alameda Vinte e Um - Parque Fluminense, Duque de Caxias - RJ, 25046-340",21) 98026-2853,,,,bar,False,,4.0,,"Duque de Caxias, RJ",,
Jardim 125,"R. Tuiuti, 125 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25070-390",,,,,bar,True,https://www.instagram.com/jardim125,4.6,,"Duque de Caxias, RJ",,
Copo Cheio Bar,"R. João Francisco de Assis, 62 - Vila Centenario, Duque de Caxias - RJ, 25030-058",21) 96470-0813,,,,bar,False,,4.3,,"Duque de Caxias, RJ",,
barbarella's bar,"R. Jose Camilo Dos Santos - São Bento, Duque de Caxias - RJ, 25041-210",21) 96514-1292,,,,bar,False,,4.4,,"Duque de Caxias, RJ",,
Boteco Carioca,"R. Campo Grande, 81 - Divino, Duque de Caxias - RJ, 25046-340",,,,,bar,False,,3.5,,"Duque de Caxias, RJ",,
Boteco do dentinho,"Av. Governador Leonel de Moura Brizola - Apolo XI, Duque de Caxias - RJ, 25233-001",21) 96432-0080,,,,bar,False,,4.1,,"Duque de Caxias, RJ",,
Bar da Joice,"Rua Itaituba, 1040-1080 - Nossa Sra. das Gracas, Duque de Caxias - RJ, 25046-230",,,,,bar,False,,5.0,,"Duque de Caxias, RJ",,
Duque de Caxias,"R. Sete de Setembro, 136 - Centro, Duque de Caxias - RJ, 25020-190",,,,,bar,False,,4.4,,"Duque de Caxias, RJ",,
Bar da Iara,"R. Henrique Rodrigues da Costa, 275 - Parque Muisa, Duque de Caxias - RJ, 25046-240",,,,,bar,False,,,,"Duque de Caxias, RJ",,
Boteco da Morena,"R. João Teixeira de Carvalho, 11 - Parque dos Ferreiras, Belford Roxo - RJ, 26183-350",21) 96867-4199,,,,bar,False,,5.0,,"Duque de Caxias, RJ",,
BAR E PETISCARIA DO KPÊ,"R. Dep. Sá Rêgo, 367 - Vila São Luis, Duque de Caxias - RJ, 25065-030",,,,,bar,False,,4.5,,"Duque de Caxias, RJ",,
bar do bussunda,"Rua Princesa Isabel - Vila Leopoldina, Duque de Caxias - RJ, 25265-008",96579-5259,,,,bar,False,,4.9,,"Duque de Caxias, RJ",,
Restaurante e Cachaçaria Mussarela,"Av. Governador Leonel de Moura Brizola, 8512 - São Bento, Duque de Caxias - RJ, 25265-008",,,,,bar,True,http://restaurantemussarela.blogspot.com.br/,4.5,,"Duque de Caxias, RJ",,
Parada 16 Bar e restaurante,"R. Dep. Sá Rêgo, 289 - Vila São Luis, Duque de Caxias - RJ, 25065-030",21) 98147-2465,,,,bar,False,,4.7,,"Duque de Caxias, RJ",,
LS Tranças,"Tv. Igrejinha - Parque Fluminense, Duque de Caxias - RJ, 25045-740",21) 98182-6803,,,,bar,True,https://www.instagram.com/leandra_trancas18/profilecard/?igsh=MWs4YW00emZ2YjRxMQ==,,,"Duque de Caxias, RJ",,
Bendito Lounge,"Rod. Washington Luiz, 4001 - Vila Constanca de Calvos, Duque de Caxias - RJ, 25065-007",21) 99536-2747,,,,bar,False,,4.4,,"Duque de Caxias, RJ",,
Bar Do Portuga,"R. Campo Grande, 323-281 - Divino, Duque de Caxias - RJ, 25046-370",3134-1991,,,,bar,False,,4.4,,"Duque de Caxias, RJ",,
Choperia e petiscaria bigode .,"R. Alberto Torres - Circular, Duque de Caxias - RJ, 25070-220",21) 97030-9566,,,,bar,False,,4.6,,"Duque de Caxias, RJ",,
Bar do Wellington,"Rua Itaituba, 427-479 - Nossa Sra. das Gracas, Duque de Caxias - RJ, 25040-004",,,,,bar,False,,4.0,,"Duque de Caxias, RJ",,
Drogaria Neovitta,"Av. Governador Leonel de Moura Brizola - São Bento, Duque de Caxias - RJ, 25045-001",,,,,farmácia,False,,,,"Duque de Caxias, RJ",,
Drogaria Plenitude,"Av. São Paulo, 19 - Qd 02 - Parque Marilandia, Duque de Caxias - RJ, 25225-633",21) 96574-8843,,,,farmácia,True,https://www.instagram.com/drogariaplenitude_/,4.8,,"Duque de Caxias, RJ",,
Drogarias Mais Unidos,"Av. Expedicionário José Amaro, 973 - Vila São Luis, Duque de Caxias - RJ, 25065-090",21) 2772-1451,,,,farmácia,False,,4.1,,"Duque de Caxias, RJ",,
FG DROGARIA,"Av. Pres. Tancredo Neves, 970 - Itatiaia, Duque de Caxias - RJ, 25070-097",21) 3673-1000,,,,farmácia,False,,4.1,,"Duque de Caxias, RJ",,
Drogaria Ofertão,"Av. Governador Leonel de Moura Brizola, S/N - QD 09, Lote 03 - V. do Rosário, Duque de Caxias - RJ, 25046-280",21) 3134-1000,,,,farmácia,True,http://www.drogariasofertao.com.br/,4.4,,"Duque de Caxias, RJ",,
Farmacia,"Av. Joaquim da Costa Lima, 14206 - Lote XV, Belford Roxo - RJ, 25265-008",,,,,farmácia,False,,4.0,,"Duque de Caxias, RJ",,
Drogaria Parque Fluminense,"Estrada do China, Lote 1, Quadra A - Parque Fluminense, Duque de Caxias - RJ, 25045-100",21) 2782-5322,,,,farmácia,True,https://www.facebook.com/DrogariaParqueFluminense,4.9,,"Duque de Caxias, RJ",,
drogaria ponto bom,"Av. Gen. Carlos Marciano de Medeiros, 23 - Parque Fluminense, Duque de Caxias - RJ, 25040-004",,,,,farmácia,False,,,,"Duque de Caxias, RJ",,
Chew Lífe,"Av. Governador Leonel de Moura Brizola, 6544 - Lote XV, Belford Roxo - RJ, 25040-004",,,,,farmácia,False,,2.5,,"Duque de Caxias, RJ",,
Drogarias 5 Estrelas - Farmácia Lote XV,"Est. Manoel de Sá, 76 - Lote XV, Belford Roxo - RJ, 26182-000",21) 98414-8935,,,,farmácia,True,http://www.drogarias5estrelas.com.br/,4.6,,"Duque de Caxias, RJ",,
Drogarias Futura,"Av. Joaquim da Costa Lima, 32A - Loja 34 Lota 15 - Centro, Belford Roxo - RJ, 26112-055",21) 3772-5000,,,,farmácia,False,,4.6,,"Duque de Caxias, RJ",,
NATUREFARMA - FARMÁCIA DE MANIPULAÇÃO,"Av. Pres. Vargas, 60 - LJ A - Centro, Duque de Caxias - RJ, 25070-330",21) 98333-9000,,,,farmácia,True,https://www.naturefarma.com.br/,4.6,,"Duque de Caxias, RJ",,
Rede Economia de Supermercados,"Av. Joaquim da Costa Lima, 14206 - Lote XV, Belford Roxo - RJ, 25213-005",,,,,farmácia,True,http://www.redeconomia.com.br/,4.1,,"Duque de Caxias, RJ",,
Drogaria Nossa Rede Pilar,"R. Pedro Souza, 125 - Pilar, Duque de Caxias - RJ, 25030-001",21) 2676-5910,,,,farmácia,True,https://www.instagram.com/nossarededrog_pilar/,4.3,,"Duque de Caxias, RJ",,
Drogaria Nacional,"R. Pedro Lessa, 1840 - lojas C D - Jardim Olavo Bilac, Duque de Caxias - RJ, 25035-800",21) 2782-6000,,,,farmácia,False,,3.9,,"Duque de Caxias, RJ",,
"Drogasmil Nilo Peçanha: Medicamentos, Remédios, Genérico, Duque de Caxias RJ","Av. Nilo Peçanha, 78 - Centro, Duque de Caxias - RJ, 25010-143",21) 2472-3000,,,,farmácia,True,https://www.drogasmil.com.br/,4.3,,"Duque de Caxias, RJ",,
Drogaria Venancio,"Av. Nilo Peçanha, 248 - loja 252 - Centro, Duque de Caxias - RJ, 25010-144",21) 96570-1522,,,,farmácia,True,https://www.drogariavenancio.com.br/,3.8,,"Duque de Caxias, RJ",,
Drogaria Nova Passarela,"Av. Duque de Caxias, 341 - Centro, Duque de Caxias - RJ, 25070-070",21) 2675-6900,,,,farmácia,True,https://instagram.com/drogarianovapassarela?igshid=rqvtplqagodu,5.0,,"Duque de Caxias, RJ",,
Cumani,"Av. Nilo Peçanha, 185 - Vila Flavia, Duque de Caxias - RJ, 25010-142",,,,,farmácia,False,,3.6,,"Duque de Caxias, RJ",,
Drogaria Viva Mais,"R. Dr. Manoel Reis, 950 - Vila Meriti, Duque de Caxias - RJ, 25025-010",21) 98052-2412,,,,farmácia,True,https://drogariasvivamais.com.br/,4.8,,"Duque de Caxias, RJ",,
Consultório AB Odontologia- Dentista,"R. Apodi, 2 - Parque Fluminense, Duque de Caxias - RJ, 25046-420",21) 98722-9433,,,,dentista,False,,5.0,,"Duque de Caxias, RJ",,
PVR ODONTOLOGIA,"Av. Governador Leonel de Moura Brizola, 8515 - LOTE 11 QUADRA B - Graças, Duque de Caxias - RJ, 25045-001",21) 97138-8283,,,,dentista,True,https://www.facebook.com/R2Odontologia-110769394441255,5.0,,"Duque de Caxias, RJ",,
Dentista Duque de Caxias RJ | Amil Hapvida Metlife Primavida Sulamérica Unimed,"R. Conde de Porto Alegre, 477 - Salas 908 / 910 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25070-350",21) 2263-8960,,,,dentista,True,https://021dental.com.br/dentista-em-duque-de-caxias/,4.4,,"Duque de Caxias, RJ",,
OdontoCompany Caxias Calçadão,"Rua José de Alvarenga, 290 5º andar - 501 - Centro, Duque de Caxias - RJ, 25020-970",21) 97027-1168,,,,dentista,True,http://www.odontocompanycaxias.com.br/,4.8,,"Duque de Caxias, RJ",,
Clínica Sorria Penha - Unidade Caxias,"Av. Nilo Peçanha, 272 - Duque de Caxias, RJ, 25010-144",21) 98799-1162,,,,dentista,True,http://www.sorriapenha.com.br/,4.9,,"Duque de Caxias, RJ",,
Dra. Renata Pinho - Lagoa Rio Odontologia,"Edifício Touch - R. Jardim Botânico, 568 - 202 - Jardim Botânico, Rio de Janeiro - RJ, 22461-000",21) 98419-0453,,,,dentista,True,https://www.instagram.com/lagoario_odonto/,5.0,,"Duque de Caxias, RJ",,
Clínica Odontológica GMA,"Av. Dr. Manoel Teles, 31 - sala 801 - Centro, Duque de Caxias - RJ, 25010-090",21) 2671-8881,,,,dentista,False,,4.6,,"Duque de Caxias, RJ",,
Dr. Vanderlei Tomaz - Clínicas Odontológicas,"Av. Dr. Laureano, 638 - Dr. Laureano, Duque de Caxias - RJ, 25060-198",21) 98901-0793,,,,dentista,True,https://www.instagram.com/dr.vanderleitomaz/,5.0,,"Duque de Caxias, RJ",,
Dr. Thiago Lucena | Bucomaxilofacial | Implante dentário Zigomático | Siso | Estomatologia | Bradesco Saúde | Duque de Caxias,"Rua Conde de Porto Alegre, 119 | Sala 806 Duque de Caxias, Rio de Janeiro - RJ, 25070-350",21) 99945-9053,,,,dentista,True,http://www.drthiagolucena.com/,5.0,,"Duque de Caxias, RJ",,
CESOP - Clínica Odontológica,"Av. Brg. Lima e Silva, 1963 - salas 302 e 304 - Jardim 25 de Agosto, Duque de Caxias - RJ, 25071-181",21) 2771-1725,,,,dentista,True,https://clinicacesop.com.br/,4.9,,"Duque de Caxias, RJ",,
"Odontopediatria Centro Duque de Caxias | Clínica Silveira Franzen, Extração de Siso, Aparelho Dental, Clareamento, Canal","R. Conde de Porto Alegre, 477 - Jardim 25 de Agosto, Duque de Caxias - RJ, 25070-350",21) 98106-0804,,,,dentista,True,https://www.silveirafranzenodontologia.com.br/,5.0,,"Duque de Caxias, RJ",,
Levivare,"R. André Rebouças, 50 - sala 301 - Vila Flavia, Duque de Caxias - RJ, 25010-130",21) 99567-7854,,,,dentista,True,https://bit.ly/anunciolevivaregoogle,4.9,,"Duque de Caxias, RJ",,
Mike Odontologia & Estética,"Av. Governador Leonel de Moura Brizola, 1996 - Sala 101 - Centro, Duque de Caxias - RJ, 25010-002",21) 98423-0910,,,,dentista,True,https://mikeodonto.com.br/,5.0,,"Duque de Caxias, RJ",,
Uniodonto,"Av. Pres. Vargas, 263 - Grupo 102 - Centro, Duque de Caxias - RJ, 25070-330",21) 2671-8785,,,,dentista,True,https://uniodonto-metropolitana.com.br/,4.8,,"Duque de Caxias, RJ",,
Clínica Odontológica,"R. Mal. Deodoro, 557 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-190",,,,,dentista,False,,4.8,,"Duque de Caxias, RJ",,
Dra. Danielle Gil,"Av Presidente Vargas, R. 25 de Agósto, 263, Duque de Caxias - RJ, 25070-330",21) 97254-9468,,,,dentista,False,,4.9,,"Duque de Caxias, RJ",,
Odonto Segal,"Av. Gen. Rondon, 2178 - Sala 206 - Gramacho, Duque de Caxias - RJ, 25050-230",21) 2783-4448,,,,dentista,False,,4.9,,"Duque de Caxias, RJ",,
Dentista em Caxias - Dra. Karina França - Ortodontia e Harmonização Facial,"Rua Perimetral, Edificio Mont Blanc - R. Mal. Deodoro, 392 - Loja 11 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-190",21) 98202-9579,,,,dentista,True,https://karinafranca.com/,4.9,,"Duque de Caxias, RJ",,
Odontix Kids Duque de Caxias - Dentista Infantil (Odontopediatria),"Av. Brg. Lima e Silva, 2035 - Torre II - Sobreloja - Centro, Duque de Caxias - RJ, 25071-181",21) 3298-6060,,,,dentista,True,https://www.odontixkids.com.br/,5.0,,"Duque de Caxias, RJ",,
DISTRIBUINDO SORRISO CLÍNICA ODONTOLÓGICA Amil Bradesco Odontoprev,"Praça do Pacificador, 55 - Sala 305 - Centro, Duque de Caxias - RJ, 25020-060",21) 2653-7486,,,,dentista,False,,4.9,,"Duque de Caxias, RJ",,
Antonia Ximenes Advocacia,"Av. Alm. Barroso, 06 - salas 1711 e 1710 - Centro, Rio de Janeiro - RJ, 20031-000",21) 96432-6189,,,,advogado,True,https://www.antoniaximenes.com/,4.9,,"Duque de Caxias, RJ",,
"💛🖤Advogado Rio de Janeiro - M & G Advogados - Família, Criminal, INSS, Consumidor, Civil, Trabalhista.","R. S. José, 40 - andar 4 - Centro, Rio de Janeiro - RJ, 20010-020",21) 99870-2613,,,,advogado,True,https://advogadoriodejaneiro.com/,4.9,,"Duque de Caxias, RJ",,
"Fraude Bancária, Juros Abusivos e Golpe do pix - Kim B. Mattos Advogado RJ","Av. Itaóca, 2910 - Bonsucesso, Rio de Janeiro - RJ, 21061-020",21) 99445-4700,,,,advogado,True,https://kimbadvogado.com/,5.0,,"Duque de Caxias, RJ",,
Black Sisters in Law,"Av. Vicente de Carvalho, 1129 - Sala 302 - Vila da Penha, Rio de Janeiro - RJ, 21210-623",21) 99311-6373,,,,advogado,True,https://blacksistersinlaw.com.br/,5.0,,"Duque de Caxias, RJ",,
Cassio Novaes dos Santos - Sociedade Individual de Advocacia,"Av. Vicente de Carvalho, 909 - Salas 1.418 e 1.420 - Vila da Penha, Rio de Janeiro - RJ, 21210-623",21) 96708-4005,,,,advogado,True,http://www.cnsadvocacia.com.br/,5.0,,"Duque de Caxias, RJ",,
