nome,cidade,categoria,telefone,endereco,avaliacao,num_avaliacoes,tem_site,email,fonte_email,classificacao_email,prioridade,motivo_classificacao,motivo_filtro_final
"Curso Preparandos - Preparatório Militar, Escolas Técnicas, Vestibular (ENEM) e Oficial Bombeiro..","Nova Iguaçu, RJ",curso pré-vestibular,21) 2667-2114,"Ferreira - Travessa Doutor Cezar, 68 (antiga Travessa Regia - Centro, Nova Iguaçu - RJ, 26210-350",4.0,,False,falecomagente@sescrio.org.br,comercial,negocio_direto,90,dominio proprio,ok
Dra Isadora Correa Sant'anna,"Nova Iguaçu, RJ",dentista,21) 3745-8668,"Av. Dr. Mario Guimarães, 318 - Sala 501 - Centro, Nova Iguaçu - RJ, 26255-230",5.0,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
"Dra MAYARA RIBEIRO - DENTISTA EM NOVA IGUAÇU- CENTRO - ESPECIALISTA; ORTODONTIA,.IMPLANTES , CLÍNICA GERAL, PRÓTESE DENTÁRIA,","Nova Iguaçu, RJ",dentista,21) 97600-9960,"LADO DA CAIXA ECONÔMICA - R. Quintino Bocaiúva, 25 - Sala 511 AO - Centro, Nova Iguaçu - RJ, 26210-150",5.0,,False,ouvidoria@cro-rj.org.br,comercial,negocio_direto,90,dominio proprio,ok
Auto Elétrica R B,"Nova Iguaçu, RJ",eletricista,21) 97586-9081,"Av. Gomes Freire, 162 - Loja A - Pantanal, Duque de Caxias - RJ, 25040-160",4.5,,False,faltas@aluminosa.com.br,comercial,negocio_direto,90,dominio proprio,ok
Eletricista,"Nova Iguaçu, RJ",eletricista,21) 98644-3425,"Av. Darcy Vargas, 145 - Gramacho, Duque de Caxias - RJ, 25035-250",4.7,,False,faleconosco@firjan.com.br,comercial,negocio_direto,90,dominio proprio,ok
Eletricista residencial/apartamento,"Nova Iguaçu, RJ",eletricista,21) 98793-0121,"R. Ceará, 730 - Jardim da Viga, Nova Iguaçu - RJ, 26013-710",5.0,,False,faltas@aluminosa.com.br,comercial,negocio_direto,90,dominio proprio,ok
FhLog Elétrica e Instalações,"Nova Iguaçu, RJ",eletricista,21) 97688-0218,"Estr. da Grama, 163 - Grama, Nova Iguaçu - RJ, 26060-640",4.9,,False,faltas@aluminosa.com.br,comercial,negocio_direto,90,dominio proprio,ok
Lenilson Dantas Eletricista,"Nova Iguaçu, RJ",eletricista,21) 98133-1301,"Rua José Emilio, Av. Bananal, S/N - LT 587 - Vila Leopoldina, Duque de Caxias - RJ, 25035-290",5.0,,False,faltas@aluminosa.com.br,comercial,negocio_direto,90,dominio proprio,ok
encanador etc.,"Nova Iguaçu, RJ",encanador,21) 97902-5845,"R. Leopoldina Tomé, 142 - Vila Centenario, Duque de Caxias - RJ, 25030-050",4.5,,False,faltas@aluminosa.com.br,comercial,negocio_direto,90,dominio proprio,ok
Rio Arte Nova Iguaçu,"Nova Iguaçu, RJ",estética,21) 2303-8815,"Av. Abílio Augusto Távora 1° piso Loja 3106 Shopping - Luz, Nova Iguaçu - RJ, 26255-620",4.2,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Studio Movit,"Nova Iguaçu, RJ",estúdio de pilates,21) 97277-7070,"R. Mendonça Lima, 70 - Santa Eugenia, Nova Iguaçu - RJ, 26286-170",5.0,,False,email@email.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Studio de pilates RV saúde e bem estar,"Nova Iguaçu, RJ",estúdio de pilates,21) 96835-4665,"R. Dr. Thibau, N° 80 - Centro, Nova Iguaçu - RJ, 26255-160",5.0,,False,cedoc.rio1@aguasdorio.com.br,comercial,negocio_direto,90,dominio proprio,ok
AR Flores Naturais,"Nova Iguaçu, RJ",floricultura,21) 98266-1279,"Rua: Maria Custódia, 270 - Loja 03 - Vila de Cava, Nova Iguaçu - RJ, 26052-310",4.8,,False,ola@udora.com.br,comercial,negocio_direto,90,dominio proprio,ok
Master Imóveis - CRECI 009392,"Nova Iguaçu, RJ",imobiliária,21) 98735-6296,"R. Athaide Pimenta de Morais, 363 - Centro, Nova Iguaçu - RJ, 26210-190",5.0,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Experimenta Lanches Nova Iguaçu,"Nova Iguaçu, RJ",lanchonete,21) 2695-8096,"R. Doná Helena, 80 - Jardim da Viga, Nova Iguaçu - RJ, 26013-530",4.2,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Laelius Burguer,"Nova Iguaçu, RJ",lanchonete,21) 2668-2574,"Av. Dr. Salles Teixeira, 193 - Moquetá, Nova Iguaçu - RJ, 26285-005",4.9,,False,laelioferreira64@gmail.com22,cnpj,negocio_direto,90,dominio proprio,ok
Lanche Do Russo - O Melhor!!,"Nova Iguaçu, RJ",lanchonete,21) 97488-1077,"Via Light, 1888 - Centro, Nova Iguaçu - RJ, 26210-022",4.5,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Lanchonete Sabor Verão – Lanches e Sucos Naturais,"Nova Iguaçu, RJ",lanchonete,21) 99678-6950,"R. Maria José, 86 - Comendador Soares, Nova Iguaçu - RJ, 26280-400",5.0,,False,fixotravas@fixotravas.com.br,comercial,negocio_direto,90,dominio proprio,ok
Parada Di Rua Lanches,"Nova Iguaçu, RJ",lanchonete,21) 97495-0559,"Estr. Dep. Darcílio Ayres Raunheitti, 569 - Vila Operária, Nova Iguaçu - RJ, 26012-315",4.7,,False,mauroquirino@globomail.com,cnpj,negocio_direto,90,dominio proprio,ok
Lavanderia Ana Maria,"Nova Iguaçu, RJ",lavanderia,24) 99276-9062,"R. Dep. Darcílio Ayres Raunhetti, 150 - Rancho Novo, Nova Iguaçu - RJ, 26012-315",,,False,faltas@aluminosa.com.br,comercial,negocio_direto,90,dominio proprio,ok
Sunday Lavanderia,"Nova Iguaçu, RJ",lavanderia,21) 3103-4325,"R. Carlos Frederico, 362 - Jardim Primavera, Nova Iguaçu - RJ, 26263-080",4.5,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
"Anna Bike Peças Joaquina Sampaio 575: Peças de bicicletas, Bicicletas em Nova Iguaçu RJ","Nova Iguaçu, RJ",loja de bicicleta,21) 99874-6510,"R. Olmir - Vila Iracema, Nova Iguaçu - RJ, 26012-060",5.0,,False,faltas@aluminosa.com.br,comercial,negocio_direto,90,dominio proprio,ok
Loja Mix,"Nova Iguaçu, RJ",loja de celulares,,"Calçadão - Av. Gov. Amaral Peixoto, 151 - loja 1 - Centro, Nova Iguaçu - RJ, 26210-060",4.9,,False,gerenciamouraservico@gmail.commais,comercial,negocio_direto,90,dominio proprio,ok
Sociê,"Nova Iguaçu, RJ",loja de roupas,21) 97955-8175,"Top Shopping - Av. Gov. Roberto Silveira, 540 | 3º PISO Shopping, Av. Abílio Augusto Távora, 1111 - Centro, Nova Iguaçu - RJ, 26210-210",5.0,,False,ouvidoria@novaiguacu.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Marcenaria Rodrigues Planejados | Móveis Planejados RJ,"Nova Iguaçu, RJ",marcenaria,21) 99975-1684,"Rua Brizabella Barros Palladino, 104 - Chacrinha, Nova Iguaçu - RJ, 26285-570",5.0,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Casa do Mineiro do Brasil Material de Construção LTDA,"Nova Iguaçu, RJ",material de construção,21) 3743-8821,"R. Dona Clara de Araújo, 729 - Engenho Pequeno, Nova Iguaçu - RJ, 26010-391",4.5,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
OFICINA PRIMUSCAR,"Nova Iguaçu, RJ",oficina mecânica,21) 98132-5065,"Av. Goiânia, 35 - Ambaí, Nova Iguaçu - RJ, 26070-557",4.9,,False,marcos-bruno1212@hotmail.commais,comercial,negocio_direto,90,dominio proprio,ok
Viza Top Car Auto Recuperadora l Oficina em Nova Iguaçu,"Nova Iguaçu, RJ",oficina mecânica,21) 97006-3012,"R. Maurícia Borges, 1778 - Vila Nova, Nova Iguaçu - RJ, 26230-160",4.8,,False,faltas@aluminosa.com.br,comercial,negocio_direto,90,dominio proprio,ok
Bela Iguaçu,"Nova Iguaçu, RJ",padaria,21) 2886-2723,"Estr. Velha de Iguacu, 64 - Grama, Belford Roxo - RJ, 26060-410",4.3,,False,ouvidoria@novaiguacurj.com.br,comercial,negocio_direto,90,dominio proprio,ok
M M pintura eletrostatica,"Nova Iguaçu, RJ",pintor,21) 99202-9660,"Rua Eliza Figueiredo Rego, 87 - Grajaú, Nova Iguaçu - RJ, 26031-000",5.0,,False,sememail@email.com,comercial,negocio_direto,90,dominio proprio,ok
Atacadão dos Vidros Posto 13 - Vidraçaria XBOX,"Nova Iguaçu, RJ",vidraçaria,21) 97293-2210,"Rod. Pres. Dutra, 12173 - Santa Clara, Nova Iguaçu - RJ, 26225-570",3.9,,False,licitaja@licitaja.com.br,comercial,negocio_direto,90,dominio proprio,ok
Academia Guicco Fitness em Queimados,"Queimados, RJ",academia,21) 97020-9521,"R. Hernani, 416 - Vila do Tinguá, Queimados - RJ, 26383-190",4.7,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Academia Monteiro,"Queimados, RJ",academia,21) 97458-9147,"Tv. Regina, 86 - Centro, Queimados - RJ, 26325-350",4.7,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Dr. Érick Gonçalves Rangel,"Queimados, RJ",advogado,21) 2663-3876,"Avenida Irmãos Guinle, 1195 Sala 202 - Centro, Queimados - RJ, 26323-130",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Dra Mônica Fernandez Advogada,"Queimados, RJ",advogado,21) 97015-3922,"R. Mesquita, 548 - Loja - São Roque, Queimados - RJ, 26310-170",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Dra. Vanessa Martins advogada,"Queimados, RJ",advogado,21) 99939-2234,"Avenida, R. Ver. Marinho Hemeterio Oliveira, 560 - Sala 102 - Centro, Queimados - RJ, 26323-292",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
JB Advocacia e Consultoria Jurídica,"Queimados, RJ",advogado,21) 98091-1077,"R. Cecília, 1445 - Vila do Tinguá, Queimados - RJ, 26383-310",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Oliveira & Souto Advocacia,"Queimados, RJ",advogado,21) 98338-8921,"R. Ver. Jorge Barreto, 260 - Centro, Queimados - RJ, 26380-190",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Priscila da Paixão - Advogada Familiarista,"Queimados, RJ",advogado,21) 99382-0303,"R. Otília, 220 - Vila do Tinguá, Queimados - RJ, 26383-290",5.0,,False,pagalba@forumcinemas.lt,comercial,negocio_direto,90,dominio proprio,ok
Auto Escola Cabuçu,"Queimados, RJ",auto escola,21) 3778-1129,"Av. Abílio Augusto Távora, 297 - Cabuçu, Nova Iguaçu - RJ, 26291-200",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Auto Escola Cabuçu Porteira,"Queimados, RJ",auto escola,21) 3698-9348,"Av. Dr. Pedro Jorge, 469 - Porteira, Queimados - RJ, 26383-060",3.8,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Auto Moto Escola Magé,"Queimados, RJ",auto escola,21) 96432-3039,"Av. Dr. Pedro Jorge, 130 - Centro, Queimados - RJ, 26383-060",4.7,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Julia Souza Contabil,"Queimados, RJ",contador,21) 2652-9045,"Av. Francisco Faleiro de Freitas Lima - Vila Leopoldina, Duque de Caxias - RJ, 25035-040",,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
DD&LL ELÉTRICA,"Queimados, RJ",eletricista,21) 97502-1408,"R. Eloy Teixeira, 400 - Centro, Queimados - RJ, 26383-080",,,False,sacdd@ddmaquinas.com.br,comercial,negocio_direto,90,dominio proprio,ok
Gerei Soluções Elétrica 💡,"Queimados, RJ",eletricista,21) 98818-7187,"R. Baltar, 115 - Jardim Guanabara, Queimados - RJ, 26321-024",,,False,fabricio@metricageoengenharia.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Studio de Pilates Saúde Do Corpo,"Queimados, RJ",estúdio de pilates,21) 99496-3646,"R. Macaé, número 184 - São Roque, Queimados - RJ, 26310-040",4.0,,False,kellylimafisio@globomail.com,cnpj,negocio_direto,90,dominio proprio,ok
ArtDecoracão Jardim das Flores,"Queimados, RJ",floricultura,21) 97681-6388,"R. Pinare, 33 - Jardim Delamare, Japeri - RJ, 26463-380",4.7,,False,hillpg@ymail.com,cnpj,negocio_direto,90,dominio proprio,ok
Floricultura cantinho das plantas,"Queimados, RJ",floricultura,21) 99356-3341,"R. Cel. Monteiros de Barros, 361 - Loja b - Austin, Nova Iguaçu - RJ, 26087-150",5.0,,False,televendas8@giulianaflores.com.br,comercial,negocio_direto,90,dominio proprio,ok
Vasos Plantas Coco,"Queimados, RJ",floricultura,,"Santa Rosa, Queimados - RJ",5.0,,False,lojaonline@vasart.com.br,comercial,negocio_direto,90,dominio proprio,ok
Costa Empreendimentos Imobiliários,"Queimados, RJ",imobiliária,21) 97362-8030,"R. Carlos García - Vila Camarim, Queimados - RJ, 26383-525",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
GLÁUCIO SOARES IMOBILIÁRIA,"Queimados, RJ",imobiliária,21) 96490-8410,"R. Marli Pereira de Araújo, nº 43 - loja 07 - Centro, Queimados - RJ, 26325-230",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
OC Construções & Empreendimentos Imobiliários,"Queimados, RJ",imobiliária,21) 2665-2319,"R. Marli Pereira de Araújo, 43 - Sala 101 - Centro, Queimados - RJ, 26325-330",2.4,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
QI IMOVEIS & CIA...,"Queimados, RJ",imobiliária,21) 2665-7243,"R. José Carlos, 31 - Lili, Queimados - RJ, 26379-030",4.0,,False,vagas@qi.edu.br,comercial,negocio_direto,90,dominio proprio,ok
Residencial José Metodio - Jardim da Fonte,"Queimados, RJ",imobiliária,,"Estr. Campo Alegre, 2027 - Vila Taruma, Queimados - RJ, 26317-180",4.3,,False,casaderepousobrooklin@gmail.com.br,comercial,negocio_direto,90,dominio proprio,ok
Cicle Flamenguinho,"Queimados, RJ",loja de bicicleta,21) 2665-3567,"R. Dr. José Maria Coelho, 121 - Centro, Queimados - RJ, 26325-350",,,False,trabalheconosco@lojaflamengo.com.br,comercial,negocio_direto,90,dominio proprio,ok
WR Smart (Conserto de Celular),"Queimados, RJ",loja de celulares,21) 98575-5184,"R. Ver. Marinho Hemeterio Oliveira, n°171 - Loja: 08 - Centro, Queimados - RJ, 26320-500",4.9,,False,more@google.com,comercial,negocio_direto,90,dominio proprio,ok
HGA Móveis Máquinas e Equipamentos,"Queimados, RJ",loja de móveis,21) 97838-4884,"Rua Padre Marquês, 386 - Vila Sao Roque, Queimados - RJ, 26310-250",4.4,,False,fabricio@metricageoengenharia.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Loja Grata,"Queimados, RJ",loja de roupas,21) 97517-1336,"R. Nilópolis, 447 - Queimados, RJ, 26310-060",5.0,,False,glaucileiasmoura@mail.com,cnpj,negocio_direto,90,dominio proprio,ok
Marcenaria Neves,"Queimados, RJ",marcenaria,21) 96462-5244,"R. Mesquita, 539 - Queimados, RJ, 26310-170",,,False,ricardo@prudentoner.com.br,comercial,negocio_direto,90,dominio proprio,ok
Rejamilton Móveis,"Queimados, RJ",marcenaria,21) 96437-7416,"R. Ver. Marinho Hemeterio Oliveira, 203 - Centro, Queimados - RJ, 26325-281",4.8,,False,informacio@ext.sagradafamilia.org,comercial,negocio_direto,90,dominio proprio,ok
Arca casa e construção,"Queimados, RJ",material de construção,21) 98278-9512,"Estr. do Lazareto - Jardim Alzira, Queimados - RJ, 26310-000",,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Material de Construção,"Queimados, RJ",material de construção,21) 2663-3198,"Estr. de Caramujos, 1624 - Bairro Belmont, Queimados - RJ, 26320-270",4.8,,False,praobra@praobra.ind.br,cnpj,negocio_direto,90,dominio proprio,ok
O Queimadão das Telhas,"Queimados, RJ",material de construção,21) 2665-1031,"Av. Camarim, 37 - Vila do Tinguá, Queimados - RJ, 26383-140",4.4,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
R.L. Grilo Materiais de Construção - QUEIMADOS,"Queimados, RJ",material de construção,,"R. Antonio Luziário, lote 11 - quadra 06 - Vila Americana, Queimados - RJ, 26376-010",4.9,,False,fabricio@metricageoengenharia.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Oficina Mecânica Michelle,"Queimados, RJ",oficina mecânica,21) 99197-0288,"Estr. De Caramujo, 964 - Vila Dona Branca, Queimados - RJ, 26320-270",4.7,,False,micheledeoliveira@clubedefestas.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Papelaria Beltel,"Queimados, RJ",papelaria,,"R. Prof. Sampaio, 23 - Vila Camarim, Queimados - RJ, 26320-160",4.0,,False,midiasocial@comercialbetel.com.br,comercial,negocio_direto,90,dominio proprio,ok
Praça Nossa Senhora da Conceição,"Queimados, RJ",papelaria,,"Praça Nossa Senhora da Conceição - Vila das Mangueiras, Queimados - RJ, 26325-380",4.2,,False,marineanascimento@lojasnalin.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Jorpinte Pinturas e Reformas,"Queimados, RJ",pintor,21) 96635-2747,"Avenida Padre Jose de, Estr. Padre José Anchieta, 62 - Do Carmo, Queimados - RJ, 26381-358",,,False,despachante@majon.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Delight's Here Pizzaria,"Queimados, RJ",pizzaria,21) 99359-2025,"Estr. de Caramujos, N 627 - Nossa Sra. da Gloria, Queimados - RJ, 26311-010",4.4,,False,enio@pig.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Pérolas salão de Beleza,"Queimados, RJ",salão de beleza,21) 3698-0053,"Av. Prof. Avelino Xanxão, 422 - Centro, Queimados - RJ, 26383-070",5.0,,False,dpo@nextar.com.br,comercial,negocio_direto,90,dominio proprio,ok
STUDIO DE BELEZA La Favorita,"Queimados, RJ",salão de beleza,,"Estr. de Caramujos, 1441 - Bairro Belmont, Queimados - RJ, 26320-270",5.0,,False,plastica@chuc.min-saude.pt,comercial,negocio_direto,90,dominio proprio,ok
Americanize Brasil - Serralheria,"Queimados, RJ",serralheria,,"Av. Maracanã, 37 - Pacaembu, Queimados - RJ, 26323-520",5.0,,False,sanes@sanesbr.com.br,comercial,negocio_direto,90,dominio proprio,ok
M.W Serralheria,"Queimados, RJ",serralheria,,"Estr. do Riachão - Incofindência, Queimados - RJ, 26327-410",5.0,,False,josevaldosena@r7.com,cnpj,negocio_direto,90,dominio proprio,ok
Reciclagem dom de Deus,"Queimados, RJ",serralheria,21) 96695-0854,"570, R. Tupis, 480 - Parque do Ipanema, Queimados - RJ, 26320-255",4.5,,False,fabricio@metricageoengenharia.com.br,cnpj,negocio_direto,90,dominio proprio,ok
W&S Baltar Serralheria,"Queimados, RJ",serralheria,21) 2665-2713,"R. Ver. Marinho Hemeterio Oliveira, 234 - Queimados, RJ, 26323-292",1.0,,False,chernicharo@kerover.com,cnpj,negocio_direto,90,dominio proprio,ok
SUPERMERCADOS RIO SUL DE QUEIMADOS,"Queimados, RJ",supermercado,,"R. Ver. Marinho Hemeterio Oliveira, 150 - Centro, Queimados - RJ, 26325-282",4.2,,False,lgl@gruporangel.com,cnpj,negocio_direto,90,dominio proprio,ok
Super Minas Queimadoso,"Queimados, RJ",supermercado,21) 99818-1816,"R. Lafayete, 8 - QD 8 - Santiago, Queimados - RJ, 26377-290",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Ótica Projeto Popular,"Queimados, RJ",ótica,21) 97585-6967,"Nº 70 - Loja - R. Joaquim dos Santos - Centro, Queimados - RJ, 26383-330",5.0,,False,decoder@theverge.com,comercial,negocio_direto,90,dominio proprio,ok
Cardoso Júnior Advocacia,"São João de Meriti, RJ",advogado,21) 99135-2013,"R. Francisca Dantas, 132 - Centro, São João de Meriti - RJ, 25525-030",5.0,,False,sjoao.meriti@oabrj.org.br,comercial,negocio_direto,90,dominio proprio,ok
Dra. Mariane Narciso - Advogada Criminalista em São João de Meriti,"São João de Meriti, RJ",advogado,21) 99574-8830,"R. Anastácio Correia - Venda Velha, São João de Meriti - RJ, 25581-290",5.0,,False,sjoao.meriti@oabrj.org.br,comercial,negocio_direto,90,dominio proprio,ok
Ingrid Raposo Advocacia e Consultoria Jurídica,"São João de Meriti, RJ",advogado,21) 2756-8622,"Bazar ponto certo - Av. Comendador Teles, 2.620 - Sobreloja, Sala 08 - Vilar dos Teles, São João de Meriti - RJ, 25575-815",5.0,,False,craai.riodejaneiro@mprj.mp.br,comercial,negocio_direto,90,dominio proprio,ok
Nágela Pontes Advocacia,"São João de Meriti, RJ",advogado,21) 99667-3782,"R. Jacatirão, 182 - Sala 116- 2 - piso, São João de Meriti - RJ, 25561-411",5.0,,False,craai.riodejaneiro@mprj.mp.br,comercial,negocio_direto,90,dominio proprio,ok
Paula Almeida - Advogada Especialista em INSS.,"São João de Meriti, RJ",advogado,21) 96558-6093,"Av. Automóvel Clube, 2600 - Vilar dos Teles, São João de Meriti - RJ, 25565-172",4.9,,False,vitor.olympio@redecsv.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Boteco Bené São João de Meriti,"São João de Meriti, RJ",bar,,"Av. Presidente Lincoln - Jardim Meriti, São João de Meriti - RJ, 25555-200",4.3,,False,vitor.olympio@redecsv.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Barbearia Pai e Filhos,"São João de Meriti, RJ",barbearia,21) 98075-9014,"R. da Matriz, 663 - Centro, São João de Meriti - RJ, 25520-640",4.9,,False,helder_u2@yahyoo.com.br,cnpj,negocio_direto,90,dominio proprio,ok
MrBarbearia,"São João de Meriti, RJ",barbearia,21) 3756-3302,"R. Manuel Correia, 151 - Vila Rosali, São João de Meriti - RJ, 25510-220",4.8,,False,is@mr.barbearia,comercial,negocio_direto,90,dominio proprio,ok
Leninha Doces do Botânico,"São João de Meriti, RJ",confeitaria,21) 2751-7012,"R. Jardim Botânico, 20 - Vila São João, São João de Meriti - RJ, 25576-180",4.2,,False,verati@ibest.com.br,cnpj,negocio_direto,90,dominio proprio,ok
O R G. Tânia Contabilidade,"São João de Meriti, RJ",contador,21) 3755-3070,"R. Egas Muniz - Vilar dos Teles, São João de Meriti - RJ, 25576-270",4.3,,False,carlos@aluminosa.com.br,comercial,negocio_direto,90,dominio proprio,ok
"Curso Preparatório Urânio - Pré-vestibular, Pré-técnico, Pré-militar e concursos públicos","São João de Meriti, RJ",curso pré-vestibular,21) 98220-0529,"R. Urânio, 10 - quadra 41 - Parque Alian, São João de Meriti - RJ, 25550-340",5.0,,False,vitor.olympio@redecsv.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Diogo eletricista( eletrotécnico com CRT),"São João de Meriti, RJ",eletricista,21) 96959-7912,"R. Fernando de Noronha, 361 - Jardim Paraiso, São João de Meriti - RJ, 25571-120",5.0,,False,tesouraria@siticommm.com.br,comercial,negocio_direto,90,dominio proprio,ok
Eletricista Residencial e Predial JS Serviços Elétricos,"São João de Meriti, RJ",eletricista,21) 98628-7711,"R. Cacilda, 2121 - Coelho da Rocha, São João de Meriti - RJ, 25550-150",5.0,,False,cedoc.rio1@aguasdorio.com.br,comercial,negocio_direto,90,dominio proprio,ok
Jltravassos Serviços,"São João de Meriti, RJ",eletricista,21) 96603-4325,"Estr. Paineiras - Vila Columbia, São João de Meriti - RJ, 25575-561",,,False,jorgetravassos@gmail.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Marcelino - Elétrica,"São João de Meriti, RJ",eletricista,21) 99662-2074,"Rua: Capivari, 38 - quadra 10 ca3 - Vilar dos Teles, São João de Meriti - RJ, 25570-001",5.0,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Conserto de Bombas D'água,"São João de Meriti, RJ",encanador,21) 97588-4701,"Av. Dep. José da Costa França - Vilar dos Teles, São João de Meriti - RJ, 25555-783",4.6,,False,vitor.olympio@redecsv.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Hidraumang.S.J.Meriti,"São João de Meriti, RJ",encanador,21) 2671-1493,"estrada são joão caxias 22 quadra 05, sn, Av. Arthur Antônio Sendas, 22 - Parque Araruama, São João de Meriti - RJ, 25515-420",,,False,vitor.olympio@redecsv.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Yes! São João de Meriti,"São João de Meriti, RJ",escola de idiomas,21) 2650-6700,"R. Expedicionários, 180 - Centro, São João de Meriti - RJ, 25520-591",4.8,,False,saojoaodemeriti.rj@cursoyes.com.br,comercial,negocio_direto,90,dominio proprio,ok
Charme Bijuterias,"São João de Meriti, RJ",joalheria,21) 7777-9017,"R. da Matriz, 239 - Centro, São João de Meriti - RJ, 25525-130",3.6,,False,fc@financeconsult.com.br,comercial,negocio_direto,90,dominio proprio,ok
LAVANDERIA PALES,"São João de Meriti, RJ",lavanderia,21) 97391-1307,"Av. Getúlio de Moura, 723 - Centro, São João de Meriti - RJ, 25520-661",5.0,,False,carlos@aluminosa.com.br,comercial,negocio_direto,90,dominio proprio,ok
Lava&leve Lavanderia (Delivery),"São João de Meriti, RJ",lavanderia,21) 97981-6107,,5.0,,False,carlos@aluminosa.com.br,comercial,negocio_direto,90,dominio proprio,ok
Smart Tech,"São João de Meriti, RJ",loja de celulares,21) 2656-5758,"Rua Joana Kalil, Lt21 Qd91 Loja B - Jardim Meriti, São João de Meriti - RJ, 25555-100",5.0,,False,paralegal2@invistia.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Thamy e Jô brilho de mulher ( moda feminina),"São João de Meriti, RJ",loja de roupas,21) 96862-6587,"R. Maria das Dores de Andrade Silva - de Andrade, São João de Meriti - RJ, 25535-003",5.0,,False,gerencia@boutiquemaria.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Bazar Frontal Materiais de Construção,"São João de Meriti, RJ",material de construção,21) 2751-0630,"Av. Comendador Teles s/n LT35/37 Qd E - Jardim Iris, São João de Meriti - RJ, 25561-161",4.3,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Bazar e Material de Construção Araújo,"São João de Meriti, RJ",material de construção,21) 4132-2127,"R. Urânio, 810 - Coelho da Rocha, São João de Meriti - RJ, 25550-340",3.9,,False,carlos@aluminosa.com.br,comercial,negocio_direto,90,dominio proprio,ok
QualiCar,"São João de Meriti, RJ",oficina mecânica,21) 98842-8488,"R. Dep. Flores Da Cunha, 180 - Jardim Meriti, São João de Meriti - RJ, 25555-430",4.8,,False,guilherme.netto@unigranrio.br,comercial,negocio_direto,90,dominio proprio,ok
Tina Papelaria Personalizada,"São João de Meriti, RJ",papelaria,,"R. Artur Bernerdes - São João de Meriti, RJ",,,False,carlos@aluminosa.com.br,comercial,negocio_direto,90,dominio proprio,ok
Quitutes da Alê,"São João de Meriti, RJ",restaurante,21) 98333-7627,"R. Fernando Gosling, 16 - B, São João de Meriti - RJ, 25570-331",5.0,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
